neg_coef,neg_words,pos_coef,pos_words
-0.760902438452,costs,2.01046492335,avoid taking
-0.767381746805,everyone else,1.54365065025,rocks
-0.774032783237,paid,1.47325115521,fantastic
-0.796909285998,take unless,1.2598276371,amazing
-0.803234580428,jumps,1.23116108946,awesome
-0.813705219655,willing put,1.21315247014,excellent
-0.832580442972,great sense,1.18678313607,wanting
-0.833749256058,hate,1.12516045532,cute
-0.834150641491,unrelated,1.09182205478,thorough
-0.844216494198,graduate,1.09073390149,rare
-0.84853951058,try get,1.00103695805,liked
-0.872112797581,one classes,0.963792280581,tests straightforward
-0.891776118698,allow,0.938474655456,love
-0.896152281472,academic,0.930653493018,visit
-0.899554002592,teacher tests,0.877763270222,best
-0.90363530164,numbers,0.876258246706,study hard
-0.903839840744,reading textbook,0.858575540757,hilarious
-0.904197668513,random,0.851654640767,lectured
-0.904223094072,cases,0.831523964069,outstanding
-0.909491539566,mean,0.830279886079,easiest
-0.915004392635,screwed,0.823752684941,catch
-0.927089396354,awful,0.810369359837,involved
-0.965828610786,johnson,0.798459925211,great
-1.03568284253,unclear,0.794984551436,extremely intelligent
-1.03715721665,told,0.790246450841,cared
-1.0399105695,mess,0.786116737923,dude
-1.04371827378,stand,0.776186669847,exams really
-1.05468437795,refuses,0.767967912661,wants students
-1.06117050276,hard understand,0.766980044246,time help
-1.06406988374,frustrating,0.740702256593,hot
-1.07371904589,left,0.736313047707,bearable
-1.10284206183,idea,0.72548133789,surprised
-1.11188446844,relate,0.723529858975,wonderful
-1.11535630425,apparently,0.721726291524,wrote
-1.11726142119,rude,0.71947572963,willing
-1.11931394658,arrogant,0.719058794751,optional
-1.15258183185,sucks,0.718803268283,wonderful teacher
-1.18385584471,unhelpful,0.718234045047,definately
-1.23955978855,incomprehensible,0.70582659199,fault
-1.23992744793,useless,0.704041944665,make sure
-1.24786462034,poor,0.686606573504,attending
-1.29183439227,waste,0.681446614398,simple
-1.29934273972,terrible,0.677531895142,generous
-1.3575429041,confusing,0.656578369496,complaint
-1.41947365765,take someone,0.654234963616,profs
-1.4206533178,unorganized,0.65201898932,clear
-1.47865058702,communication,0.644704787697,success
-1.67309954362,avoid,0.642829240946,take teacher
-1.91181177728,horrible,0.630737891315,glad
-2.20553735854,worst,0.630318547446,lecture slides
